Metabolite name	Local ID	Units	S00008979	S00008980	S00008981	S00008982	S00008983	S00008984	S00008985	S00008986	S00008987	S00008988	S00008989	S00008990	S00008991	S00008992	S00008993	S00008994	S00008995	S00008996	S00008997	S00008998	S00008999	S00009000	S00009001	S00009002	S00009003	S00009004	S00009005	S00009006	S00009007	S00009008
UNKNOWN U13068, BP *808.58439*, RT 4.566	634961	Counts	14761875	24584262		71319972		25857838		32629102		20166923		12601445		28353949	15800972	25750704		37653240		7426686	28328032	23308527	2405654	21615024	27290688				767785	4743551
UNKNOWN U13794, BP *824.5421*, RT 7.282	635094	Counts	5226823	6694953	4304209	4576149		6412553		7631368		1393277	180032		4036482	5176129		4937339		5296549			5719195	3951554		6660248	7399601	3110235	2229956	1033695		1154112
UNKNOWN U13852, BP *830.57301*, RT 7.051	635152	Counts	24134672	37188406	30623444	37687896	28186336	42824700	33487128	41171003	15809580	23669510	23189000	33014376	36244364	40695322	29482382	39419935	29096330	38589829	29992989	21543891	32248613	29362332	17969330	32006316	36279226	23739885	18144000	25185895	18569427	22603104
UNKNOWN U13939, BP *844.54122*, RT 7.63	635239	Counts	2671821	2023342		3157084		3003760		3648476		417245	701851	1297825	3106839	4020667	160884	2989303		3422096	753532	44166	1809549	3448835	787265	4229117	4719743	799187	2321289	2455489	1566865	2657939
UNKNOWN U14004, BP *851.73405*, RT 3.205	635304	Counts		50954		26745	32813	15469		66047		39264	50583	19037	59574	42970	74062	41816	34912			35168	85290	18399	25841	42429	16279	21543				
UNKNOWN U14117, BP *874.55594*, RT 7.117	635417	Counts	17332043	19756692	14712357	15646387	11032788	19761747	13624656	20455505	11362583	15233509	13638007	14965325	14806347	19631255	10129141	19191427	13698800	18072759	12362947	8614397	13304217	14072137	7061814	17367814	17390827	9611015	11740826	9115144	8002182	8154464
UNKNOWN U14172, BP *885.33452*, RT 3.5635	635472	Counts	189714	581421	211370	657694	250239	439224	357459	587790	66049	122882	53989	256641	328633	272686	78429	316303	117545	312933	142052	98869	182035	254048	34834	287978	176486		210039	72883		159504
UNKNOWN U14187, BP *892.52967*, RT 7.282	635487	Counts	387328	270144		383872		982099		178467			329560							393952			772637	805496		793346	936738		99916	112506	64228	269723
UNKNOWN U14196, BP *896.54131*, RT 6.8325	635496	Counts	6697274	3869584	5635490	4367555	3243015	6905125	5425497	4672124	2702461	5779146	3420608	7075099	6365792	8130996	4600600	7817724	6204467	7516623	2928111	4228817	3889113	5654308	2306914	5628907	4008322	3208246	2804119	4443669	1826428	2028389
UNKNOWN U14197, BP *898.55656*, RT 7.0655	635497	Counts	11286192	5823995	9653317	5299561	6960448	12509424	9143883	5197587	7319778	7877625	7773761	11310558	10833145	13766267	7484959	14300586	10143571	12614068	9249993	6486295	6676538	8308862	4033857	9714639	9130512	5225317	4994625	3517832	3389967	4902284
UNKNOWN U14201, BP *900.57301*, RT 7.6395	635501	Counts	4299382	870335	5162285		4109527	2976527	4875003	1689788	4138023	2612164	1484558	2911806			3478826	1482251	2002385	1076330	1355089	2519460	825282	1014058	1342657	882327	393657	1304343	755160	914082	932792	903210
UNKNOWN U14213, BP *905.19906*, RT 3.0425	635513	Counts		21021		7992	21352								70745		46685		70971		39698	27279	41601		22672	11327	31735			16103		31254
UNKNOWN U14241, BP *921.52023*, RT 3.302	635541	Counts			128493	35947	58339		33486	35625		52224		130723	88437				237563		39524	78105		40046		105905						
UNKNOWN U14361, BP *957.00374*, RT 3.216	635661	Counts					95854	50246			47777		77167		143762	59475				123233	101062	116678	89826	48775	54413	66719		25276		61420		49577
UNKNOWN U14368, BP *960.5167*, RT 7.284	635668	Counts	136401	198880		281146	423717	578835		645897	452537		505797	295187	200888	708537		864117		970867	366790		476755	393169		598370	655307		353769	283151		184149
UNKNOWN U14371, BP *966.54395*, RT 7.067	635671	Counts	580655	580422	295127	466354	483070	863185	800377	479656	149632	666193	296087	899764	442845	1012934	697460	852576	685628	813836	634098	292662	585575	774169	125821	814726	519867	554950	246799	496164	287379	132507
UNKNOWN U14455, BP *1008.51588*, RT 6.923	635755	Counts	235297	200847	146843	257417	41292	181973	185778	114231	30164	119596	143389	213328	90771	322922	115031	328294	129492	176331	30492	99017	36163	97963	41093	236682	109713	53607	57239	89629	84933	57463
UNKNOWN U14490, BP *1034.53097*, RT 7.071	635790	Counts	384285	290288	228365	291630	221451	299591	143155	188141	200054	319700	285194	275786	289510	465999	290735	187086	335523	499994	214241	69513	303524	390783	65216	183237	287282	182009	142916	137917	122381	100437
UNKNOWN U14547, BP *1060.32636*, RT 3.19	635847	Counts	30512	15789	61669	17341	23455	34448	33320	62999	63037		81260	34220			44446		23541	31273	54959	26389	92870			27018	30588	17081	56661	34611		
UNKNOWN U14555, BP *1069.72362*, RT 4.528	635855	Counts		167861	107785	171499		179542	196869	174575	31059	88062			26427	183348	51228	112838	60408	68431			270261	261937	103691	19418	560176	577277		538797	193047	649018
UNKNOWN U14584, BP *1076.50274*, RT 6.9255	635884	Counts	55151	175227	48647	125713	41514	117836	129853	86438	56395	120830	56687	66205	44460	128661	53122	28489	55911	75938	38954	38930		65020	30090	90946	186578			156203	35516	
UNKNOWN U14585, BP *1076.84421*, RT 6.5505	635885	Counts	45406	24093		20640	40515	35064		45890	6810	30709	11131	40144	48254	55076				49750			197967	94506	29528	102572	360824	207304		106476	102916	38182
UNKNOWN U14603, BP *1084.5424*, RT 6.262	635903	Counts		108743			24482	33585			13421			31176	41874	67472		69906	14220	15814	18145	18170	48661	29760	31321		91987	58987		52060		53743
UNKNOWN U14650, BP *1111.3409*, RT 6.555	635950	Counts		6654		24467		37978	18804	30910					6454	59618	13597						253459	131708		103809	429051	264132		133638	59051	96086
UNKNOWN U14690, BP *1165.42954*, RT 3.565	635990	Counts	180373	388877	108693	391740	98853	317764	193727	339796	74165			68227	231144	180950	47515	224835	66394	226601			124010	164634		186487	116786	30429				60805
UNKNOWN U14695, BP *1171.44791*, RT 3.563	635995	Counts	442395	1029837	252401	1283244	315053	814621	396670	1015656	161169	156950	32032	335446	626698	456360	118455	598210	130708	595470	133462	95364	299528	389430		466770	315265	99848	241363	85616		208466
UNKNOWN U14821, BP *1261.86791*, RT 4.342	636121	Counts	35503	49509	24844		72973	49983	29408	110052	31822				27879	37319	28342		16953	57189	36142	19741	169028	56429	55047		46117	111666	23349	104217		222294
UNKNOWN U14945, BP *1464.10323*, RT 6.7895	636245	Counts	64183	119060	62026	160806	56026	143918	156204	118789	27326	25445	24894	22385	25316	85529			24329	33077	77999		362324	177368	245191	199488	400672	397675	220598	453561	444566	524444
UNKNOWN U14960, BP *1487.08902*, RT 6.762	636260	Counts	1454646	1642456	1264860	1801163	1101725	2011256	1856221	1545741	935791	1397425	1149823	584185	505921	1090306	926352	564876	735617	753589	686403	580910	3918334	2547035	1913896	2088143	5424885	4463577	2508804	3791036	4161953	4396185
UNKNOWN U14967, BP *1494.14816*, RT 7.4135	636267	Counts	239933	239013		201724	212567	259536		215647	185299	39481			99938	226478		128480		194746	67378	46846	629134	456751	341225	432069	785423		318708	629616	432975	547039
UNKNOWN U14978, BP *179.05506*, RT .8395	623783	Counts	782252	783073	476234	948595	1110836	890396	707508	782241	715312	742909	1402609	2140840	1599716	1815679	1266793	1410333	1162794	1553917	1505137	1051190	2908149	2866868	1721905	2671738	3222947	2082100	2425637	2244120	1908988	3001028
UNKNOWN U15029, BP *108.06579*, RT .843	637102	Counts	176400	226361	165216	276977	288078	266858	208719	306363	187592	170510	189027	259570	282169	215881	147108	157635	184222	189120	218628	170346	307411	230687	84861	223357	352261	123186	268151	185826	100892	235057
UNKNOWN U15053, BP *114.07185*, RT 2.584	637126	Counts	14178	9687	8820	24835	25669	11013	11469	43284	17719		11434	18048	27130	29635	11193	29829	6787	31860	19885	7321	32275	42223		36536	12196		24405		7341	6768
UNKNOWN U15070, BP *118.21805*, RT .652	637143	Counts	6920	41216	9353	38860	23772	30240	9210	45534	12508	10051	29564	16953	69316	34071	22346	33107	20338	27130	20417	31794	60847	45459	8614	51827	96239	16562	50647	21153	10587	34205
UNKNOWN U15075, BP *119.0481*, RT 1.268	637148	Counts	27874	30511	22872	21810	15009	18126	16913	29264	29022	20533	25821	23362	53845	26765	28622	28123	47809	26556	23763	37037	38010	51158	15380	41855	47485	28958	35214	28378	16860	34582
UNKNOWN U15168, BP *133.20168*, RT 3.052	637241	Counts	28263	52336	28225	36152	12080	49570	32196			25584	16322	22691	51018	25386	43784		36306	37755	45352	42825	50084	33224	25381	50414	57044	25911	41521	40388	10413	28222
UNKNOWN U15190, BP *137.11781*, RT 1.383	637263	Counts	2638496	465592	1749962	537448	1834446	2721519	1953535	613640	2220890	2340914	1585574	2446826	2444302	1989717	1622354	1626078	3369816	426899	2473877	2033200	689018	2449176	1280997	2114381	723791	2114415	2038723	2397209	1477446	2420505
UNKNOWN U15199, BP *137.26073*, RT 1.469	637272	Counts	15158	13280				25073					6937		12424								26224	17896				23595	18240	14721	7533	
UNKNOWN U15207, BP *138.04859*, RT .876	637280	Counts	465206	674484	284592	746716	679261	764051	348379	903599	380062	360392	494010	607881	824404	551877	403898	523545	452601	493053	364433	345102	888910	582930	294540	623215	951425	398940	671854	422980		643519
UNKNOWN U15208, BP *138.04802*, RT 1.097	637281	Counts	149604	360908	169667	281158	209129	414193	440756	470593	314792	423759	634476	432025	623189	479495	540969	303200	559356	285782	481862	355527	809879	620775	344487	293401	667732	521789	337203	401836	289727	500481
UNKNOWN U15219, BP *138.26564*, RT 1.39	637292	Counts	838916	451768	526009	178847	695345	917251	622508	196914	700704	794984	499579	757422	824669	635231	495737	475848	1120400	111297	801312	611190	211378	676029	456808	147596	223991	660777	804982	767176	440166	755646
UNKNOWN U15246, BP *141.0772*, RT .781	637319	Counts	12048	9896		14655	6888			20220					27777			12276	9516	7741	13876	22088	15724	12290		24885	30810		15547			11604
UNKNOWN U15288, BP *149.02305*, RT 5.009	637361	Counts	337276	324579	317700	310126	66155	360447	338836	405830	72046	171244	454308	329044	320219	382824	280011	393682	343360	355833	357803	281500	530237	435208	198920	354028	497756	515929	164894	207996	109660	140962
UNKNOWN U15296, BP *151.10728*, RT .775	637369	Counts	22146	88484	86909	113877	116634	78846	88183	118575	111841	42502	97373	27244	126617	73295	86248	70114	108607	79056	88565	95888	109015	70042	47092	81237	128591	55327	93081	45354	22408	67808
UNKNOWN U15324, BP *155.22665*, RT .84	637397	Counts	18574	30888	10734	43753	35169	39747	19450	47473	19936	18813	13074	27824	38548	27631		23147	15184	26698	22466		40611	27873		28698	50624	8959	23891			29895
UNKNOWN U15338, BP *157.0724*, RT .798	637411	Counts	97581	199285	107040	253206	177713	223045	136132	262944	158628	139495	119014	206653	220778	169233	95418	126911	150686	136701	128529	105053	252592	169620	80275	183109	309000	62734	233299	136200	63434	169984
UNKNOWN U15347, BP *158.0573*, RT 1.159	637420	Counts		45397		62345		61177	41483					6923	53977	44699		35312		32174	23778		62249	45792		44364	65896					6442
UNKNOWN U15351, BP *158.96168*, RT .253	637424	Counts	629452	729210	655028	569238	582423	602204	507994	816369	599546	548570	852899	647129	1065786	568924	737983	893770	926823	689943	701624	1270964			456823			452721	585247	459568	343894	570658
UNKNOWN U15372, BP *143.06937*, RT .588	637445	Counts	11003		7955	10486		6935			13520	9821	6445		8498		14793						8950		10874		21457	13905			9493	7119
UNKNOWN U15376, BP *166.07198*, RT 1.238	637449	Counts	47968	43617	29329	61227		56256	52211	68030		52139		22497		32736	21193	22654		24413						40410	56488					
UNKNOWN U15385, BP *170.1181*, RT 3.138	637458	Counts		26978	19907	30322	29400	23690	28683	25984	16171	31422		17754	29694	25664	50656	33254	7723	56824	19447	18667	30867	25886	16262	32907	32210	10525		7475		14987
UNKNOWN U15398, BP *173.08102*, RT 1.2465	637471	Counts	63365	55385	59529	79193	56266	79008	49326	81867	42760	79972	47188	59022	60294	58394	32375	55900	67870	41826	75927	41049	81529	58920	30584	81449		54115	58479	18082	33841	48897
UNKNOWN U15441, BP *182.24444*, RT 1.24	637514	Counts	202025	151420	116274	127017	105794	145869	97716	182779	147848	129715	140773	114027	229539	140888	118406	163812	223748	131152	154458	189631	227249	247545	103461	215324	274670	165310	186019	159383	114779	197592
UNKNOWN U15460, BP *191.03915*, RT .554	637533	Counts	220828	230928	237283	191423	185552	175098	209981	231160	247559	186281	181676	142999	207212	124351	204245	218757	212649	123160	178960	361403	138478	88147	151926	137391	180210	184238	148821	142808	143331	147621
UNKNOWN U15461, BP *191.07648*, RT .4425	637534	Counts	43247	59994	44124	63812	54411	40265	45547	64297	47812	32616	70423	45695	86675	50613	53461	65069	65071	61125	64564	84276	55696	50258	39549	61507	64416	54461	60676	51082	33241	54464
UNKNOWN U15476, BP *192.15848*, RT .835	637549	Counts	68077	68798	39718	82873	83964	62085	58372	103467	51167	65290	42995	38903	48379	43517	43090	37630	33665	46337	53267	48287	57109	40995	16641	64952	90538	40901	54217	41867	23585	60813
UNKNOWN U15496, BP *199.03274*, RT 3.041	637569	Counts	373564	502229	363963	415565	332626	470497	380277	745859	364941	439057	401196	334804	556978	288695	498704	397462	423365	391175	489825	466499	567044	440258	375229	567561	545869	284084	462665	437401	274877	332469
UNKNOWN U15501, BP *202.17961*, RT 1.183	637574	Counts	477472	370245	318399	466258	463600	365347	307737	580520	434698	348469	306344	292290	421532	510187	422174	360533	387161	319188	370897	448913	549987	572615	294940	575630	627515	509553	369377	554423	340562	571596
UNKNOWN U15509, BP *203.22284*, RT 7.879	637582	Counts	138354	29365	87312		135975	13764	90797	44375	62309	48781	191165	115737	56572	69950	283199	53099	110829		81227	53241	273790	260740	131112	137079	92263	1040907	398676	766897	359072	83692
UNKNOWN U15526, BP *208.13643*, RT 2.631	637599	Counts	34916	30578	22454	39517	19088	28952	38822	27849	26585	29984	36890	27382	27489	31033	46868	23052	28479	31505	42162	46642	38484	29495	6997	27717	36810	32237	34915	15425	14283	32636
UNKNOWN U15527, BP *208.15134*, RT 1.274	637600	Counts	77409	82148	60084	98278	90851	100411	52141	87357	109407	73916	48893	52709	60703	92094	54159	45952	80076	70851	73917	75755	84112	67954	47208	93254	133494	101858	64212	85030	49249	76034
UNKNOWN U15549, BP *214.91561*, RT .42	637622	Counts	66739	150414	94589	85654	109613	135801	112525	145843	90875	76845	111776	102491	142369	98932	98407	144989	117431	101349	105960	138264	155961	82745	86450	122372	158760	90132	116381	99486	95073	122147
UNKNOWN U15571, BP *218.13822*, RT 1.7295	637644	Counts	5477927	4812614	4019900	4887038	4711474	4814788	4473326	4644933	4623013	4252315	5491309	5056699	5061936	6061745	5320550	4298972	6267631	5311873	6219034	5689098	14009916	14348916	10675087	13305571	15072928	10938084	12203866	12976922	12830585	14715011
UNKNOWN U15588, BP *223.15467*, RT .787	637661	Counts	30762	38447	31949	43273	56077	24832	45525	53397	37028	56113	36945	49241	36467	33062	40030	40640	41565	27762	34639	40398	45267	32320	30962	46721	42754	38196	47190	40145	30226	37681
UNKNOWN U15630, BP *238.17444*, RT 1.2885	637703	Counts	83050	83916	65474	76053	70684	92514		91846	81938	69138	85453	77864	69516	80048	70693	67882	91518	70127	80367	72197	102577	94378	68724	89010	105240	72967	83794	74705	71458	77646
UNKNOWN U15650, BP *241.20375*, RT 2.774	637723	Counts		121727	11121	83809	86577	150445		202726	80015	13367		12089	39294	6256	14540	11364		7783	11344		11463			14988	22538					
UNKNOWN U15657, BP *242.28427*, RT 3.769	637730	Counts			17298		120056	176219	54370		44280	76793	82919	57700	73629	73012	69627	54392	27260	61390	90723	27978	76831	76613	83041	72046	54542	23246	70957	87048	54368	42347
UNKNOWN U15661, BP *243.12674*, RT 1.074	637734	Counts	50323	73883	87168	94846	71889	78347	72109	67150	44936	61437	44774	51126	74976	75365	59552	56449	90074	67080	28652	39303	95791	69591	60031	79497	111803	46544	67602	34710	26179	38482
UNKNOWN U15665, BP *243.18235*, RT 2.648	637738	Counts	1860341	1858989	1761963	1507845	1453466	1948268	1729624	2305909	1940153	1808832	2007666	1546285	1921976	1465268	1950388	1653771	2046090	1727769	2117144	2026593	2319396	1898891	1737394	1928745	2192524	1728880	1933225	2031812	1697075	1919146
UNKNOWN U15666, BP *243.1825*, RT 1.479	637739	Counts	98768	70812	36479	70019	92554	88768		76722	84393		33298	63008	99595	84668		66579	36276	70059	38357	33794	70787	54610	24262	99894	82902			18579		72322
UNKNOWN U15715, BP *256.22304*, RT 2.966	637788	Counts	47992	81798	84206	56268	39069		75587	77720		114303	57307	26224	166674	33764	70308	17856	97528	127679	11560	14528	29463		35197		11117	11382	54878	7258		12452
UNKNOWN U15723, BP *258.27918*, RT 3.771	637796	Counts	15572	5407	8123		8637	14627	24075	19427	15170	6553		19302				10037	12943	5340		6576	15586					126392	16219			13566
UNKNOWN U15725, BP *259.0691*, RT 2.591	637798	Counts		14734	11864				9852						19035	37020			7755	21979	11781		10039	13422		14448	9579		11236	10408		9426
UNKNOWN U15731, BP *261.00287*, RT 3.091	637804	Counts	132038	195225	153398	193825	135875	127575	163721	142262	179752	149081	145897	186929	125872	163362	140655	119763	145048	111185	188017	144090	117143	123514	187139	142054	108394	104950	193129	156213	204446	197937
